text,labels,ID
"Valentine's with my first lovesss. Congrats, Worshipful Master Daddy! Hahahaha 
",1,303
"7 Awesome iPhone Cases - 
",1,304
"@Selinatowerz P.S. I battle you with my #amiibo characters. You about get wrecked. ???? 
",1,305
"(???). And when I found out it got wrecked ???????? 
",1,306
"#LightDynamicsHealing gives you the #energetic foundation to more easily make #positive shifts in your #life. 
",1,307
"#cpr - Odds are, you're doing CPR wrong! 
",0,308
"RT @ChadJordan23: When you confidently yell out the wrong answer in class... 
",0,309
"#broken #gradient #edges #black #thin 
",0,310
"It's #Monday ! Have an awesome and #successful week! Smile and be #happy . #smallbusiness #energetic 
",1,311
"I am zealous. #I_AM #positive #affirmation #happy 
",1,312
"Yes indeed! My result after nearly 5/6 weeks #BGEpicJourney. #Enthusiastic!! X 
",1,313
"Zippy is wishing you all a #HappyValentinesDay ! #AdoptTheOne #adoptdontshop #CatsOfTwitter #TeamCatMojo #rescuecats 
",1,314
"#Optimist @marshawright Cha-Cha let's go! #enthusiastic #positiveoutlook #ThinkBIGSundayWithMarsha 
",1,315
"RT @PaleoSniper: #powerful #energetic #passionate #strong #happy #enthusiastic Haven't felt it in a while? #paleo time! Join us! 
",1,316
"#hiring We are Hiring! *Do you #lovetorun #lovepeople *Are you #enthusiastic #detatiloriented 
",1,317
"Can you feel it?!!? The new record is moving along nicely. #hopeclayburn #ardent #y'all loud! 
",1,318
"Whoop! Neeeearly valentines! If last year was anything to go by, this year'll be OnRAIL! #Spoiled #Excited #Romance 
",1,319
"Setting up for #LochFyne at @thehubmk #Excited #BanksyInspired 
",1,320
"We are about to chat to the Fresh Prince himself, #WillSmith at the special screening of #Focus #excited 
",1,321
"RT @nanann_x: and waiting, and waiting. #cassieainsworth #skins #skinsuk #hannahmurray #im #waiting #anorexic #depressed #skinspure 
",0,322
"#Rainy roadside rubbish collection day. #glasses #broken 
",0,323
"RT @denisjco: Getting ready 2 MC #IWishMallow tomorrow #Excited #WomenInIT @corkchamber @IWish_ie @itcork @deshocks @MargaretEWard 
",1,324
"RT @FootwearToday: Awards brochures back from the printers! #excited #FIA2015 
",1,325
"Just waiting for the sis then off we go! Gym time ?? #excited #happy #workout #FeelGood 
",1,326
"Ask protestors y DL's lying? 
",0,327
"RT @TGSNTtv: The only #evil thing about #Hitler was maybe his shorts. Learn the #truth 
",0,328
"RT @Julie_Garmon: A Secret Place in My Heart #fear #amwriting #Trinity #prayer 
",1,329
"New @paparoach hoodie is so comfy! A must have #FEAR #Merchandise #paparoach 
",1,330
"#art #arte #photo #artist #retrato #MujeresPoderosas #miradas #Photoshop #design #horror #fear 
",0,331
"Back to the hotel and @ColinBland78 is on his arse AGAIN!!! So much for BCFC fans! #Feeble 
",0,332
"#finished !! Plus de photos demain :) #art #painting 
",1,333
"@Cathy_Crawley how bout my cute little shed Cathy!!!!! #finished 
",1,334
"#happy #black #white #bedroom #selfie . #just #finished #homework . by brendan_de_faria 
",1,335
"RT @Parents_Recover: #beautiful #flawed #imperfect #WUVIP 
",1,336
"RT @QueenKyleNicole: #YouAreBeautiful #flawed to #perfection #quotes #christinaaguilera #musiclovers 
",1,337
"#pic by (me) :)#gothic does not mean #evil, #art #photography but a #photo can say almost anything you want it too 
",1,338
"Yesterday's #gloomy gardens; will it be brighter today? #ntmidlands 
",0,339
"This is a very Manchester sky! #gloomy 
",0,340
"#gloomy #study #in #historic #corruption #Thomas 
",0,341
"Just catching up on Broadchurch. #cheerup #mightneverhappen #gloomy #bloodyhell 
",0,342
"#fashiongirlslikeus #gloomy Coolbeat #audiobooks: Award Winning Coolbeat Audiobooks Pub 
",1,343
"#Gardenofthegods #colorado #breathtaking #PicsArt #naturephotography #ScenicStops #winter #gloomy #stillbeautiful 
",1,344
"#Rain by DJLee - #Atmosphere #Barren #Branches #CloseUp #Cold #Dark #Green 
",0,345
"#TVOvernights: #TheWalkingDead returns, ramps up the tragedy, nets #FOX 582,000 viewers #grim 
",0,346
"#Life isn't about pleasing everyone. Don't let the opinions of others get in the way of your #dreams or #happiness 
",1,347
"Don't take life so serious... #life #live #serious #happiness 
",1,348
"RT @UniverseVibe: May you glow with #happiness :) :* ? 
",1,349
"#customers #free #healthy #live #happiness 
",1,350
"Top 10 Happiest Languages #travel #happiness 
",1,351
"RT @Duaa_Zahi: ""@benkubassek: Today's Be Attitude ""BE BALANCED"" #lifebalance #burnout #stress #happiness 
",1,352
"RT @Reena24A: He defines #Happiness.. Bless his smile ?? #BarunSobti ? 
",1,353
"capture every moment even its a #goursouzia #superstition #ftou #broken #mirror 
",0,354
"Blog Post: #JulieSmith #WildOn #Nude #Gorgeous #Babe #Famous #Actress #Wild 
",1,355
"We've posted plenty of smiling #dogs before, but this one is the face of true #happiness 
",1,356
"RT @MiaLarson: Via @thejenwilkinson: Who are we if we are willing to hurt the #helpless ?"" #Animalrights #Humanrights 
",0,357
"Evening #northeasthour how are we all today. I'm back fit & well after my first #cold #babies #helpless #fightingfit 
",1,358
"Thanks @BarackObama , now the us is just a very #helpless #paintball #field. Shootings happening everywhere. #Gunlaw 
",0,359
"#StreetArtThrowdown Getting ready for disney night take two #disney #mickeymouse #excited #selfie 
",1,360
"Team Surprise are paying a good old visit to the @PrinceAlbertSW for some old fashioned wine tasting. #Excited 
",1,361
"Heathrow bound. Fly early tomorrow morning! #excited #travel #southamerica #freedom #london 
",1,362
"These are the types of thoughts you most definitely should NOT share on Facebook lol #horrified 
",0,363
"Thanks for ruining my day @lululemon ...3rd time wearing, a charm? #horrified 
",0,364
"This is still giving me the creeps #Horrified> 
",0,365
"@mzansiplates not sure how to caption this... #horrified 
",0,366
"#Horrified #BMovie #Victims #Playset #Swagshop 
",0,367
"Last nights gaming session. Only I am not pictured lol. #dnd5e #rpg #stillmovingin #chaotic #happiness #DMintheCorner 
",1,368
"Best girl. Had a rough week. #barren 
",1,369
"@asap_tran what the fuck Totinos pizza rolls??? Lol #horrified #astonersnightmare #sostones 
",0,370
"Found in my @Pret wrap today... Is that a plastic bread clip???? Can't believe I just bit into this #horrified #ouch 
",0,371
"#slave #sub #submissive #exposed #abused #degraded #humiliated - [link removed] 
",0,372
"RT @katie_ed15: #mistreated #abuse #suffocation #sad #help #911 #bf #hurt 
",0,373
"#art #Toronto #heart #stiches #hurt #LoveHurts #oil #brokenhearted #brokenheart 
",0,374
"@rjfapelacio nanggahot. Haha. :P #euro #impotent 
",1,375
"Recordando un poquito... #Infatuated #Memories #OrgulloSweetie @SWTCalifornia 
",1,376
"WE DONT WANT 2 KNOW YOR #GREEDY #EVIL GOD SAYS U GET MORE PAY YOR SPECIAL WE HAV OUR OWN #GOD SAYS WHERE ALL #EQUAL 
",0,377
"Get and eat the dirt off my walking boots you #inferior #submissive #dirtyboots that's you're breakfast!!! 
",0,378
"#ANIMALABUSE #TORTURE #Beaten #Bound & #Burned #TORONTO #PUPPY #TORTURE we offer $1K #REWARD 
",0,379
"Don't feed the #evil #Givelove #Feellove and #belove 
",0,380
"RT @FriendsElderly: Loneliness is as big a risk to health as smoking. Help end #loneliness. Text BE A FRIEND to 70300 to donate ?3 
",0,381
"#Meerut Shocker pics: #Lawstudent #raped, #beaten, dragged for refusing #surrogacy #UP Update 
",0,382
"Getting back into it. #career #NeverStopNeverSettle #overjoyed 
",1,383
"Do you like #vampires?Forget #Twilight!""The addiction"" 1995, #AbelFerrara, #movie about #good, #evil and #catharsis 
",0,384
"Let it snow,let it snow,let is snow ? It is snowing after 3 years ? #Overjoyed 
",1,385
"#Buffalo: Damone Lewis to be sentenced today for 2012 #shooting that #paralyzed 15 year old. 
",0,386
"#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #Fun #UK ?? ? 
",1,387
"#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #Fun #UK ?? ? 
",1,388
"diego costa 'This is Who I am'.#passionate 
",1,389
"#February #Winter #Rainy #Stormy #Windy #Wednesday #Morning #Love #Happy #Positive #Passionate #Calm #M #Coffee ????? 
",1,390
"Kat just before she gets #beaten by Killer Sex in a #topless #submission #catfight. 
",1,391
"#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #Fun #Life ?? ? 
",1,392
"RT @N2312Neagoe: #love #caring #beautiful 
",1,393
"#February #Winter #Rainy #Stormy #Windy #Wednesday #Morning #Love #Happy #Positive #Passionate #Reading #Coffee ????? 
",1,394
"#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #Fun #UK ?? ? 
",1,395
"#February #Winter #Rainy #Stormy #Windy #Wednesday #Evening #Love #Happy #Positive #Passionate #Calm #M #Coffee ????? 
",1,396
"RT @bishopcarrollhs: Great @bishopcarrollhs students #caring #empowerBCHS 
",1,397
"RT @headquarters: To be fair, everything makes me want to scream. #Anger 
",0,398
"Feelin' the love in here! #ValentinesDay #caring 
",1,399
"Zoe's first love #Rattled @JohnnyHarper15 
",1,400
"Chaotic Love - giclee print ?65 at #art #love #chaotic #abstract #blue #silver #prints #buy 
",1,401
"On day 9.. It's now in my daily routine.. Feeling guuuuurdddd! ? #Aching #PainNoGain #FeelingGood 
",1,402
"#ANIMALABUSE #TORONTO #PUPPY #TORTURE WE OFFER $1K #REWARD puppy #beaten #bound #burned 
",0,403
"It's shocking what is acceptable in kids TV shows these days #shocking #shocked 
",1,404
"We are so #excited to announce that we have launched our #affiliate program please visit us at 
",1,405
"Today I #StepBackInTime !!! @PWLHitFactory @kylieminogue #BetterTheDevilYouKnow #WhatDoIHaveToDo #Shocked 
",1,406
"#SPEECHLESS. Deah & Yusor were just married in December. #ChapelHillShooting 
",1,407
"I'm #Speechless ... #ChapelHillShooting #MuslimLivesMatter #USmedia 
",0,408
"Fucking love this guy! Getting married in 6 months #excited #cantwait #whoop #engaged #bestfeelingever #lovehim 
",1,409
"Congrats, Ladies! #strong #awesome RT @HarvardAlumni: #GoCrimson! RT @HarvardWHockey: BEANPOT CHAMPS 
",1,410
"RT @CathyChauvin: today is another day - we are #strong and we are #determined to succeed!!! @ontarionurses @ 
",1,411
"RT @shawley_fitness: #tbt #miamipro April 2014: 5th place #figure #bodybuilding #femalemuscle #strong #fbb 
",1,412
"How I feel after I #lift! The #pump is #strong in me! #FITFAM #TheStruggleIsReal #ForceChoke 
",1,413
"New #drawing #illustration #art #epic @2DArtbot #pen on #paper #awesome #strong #woman #girl #creativity #happy :3 
",1,414
"Happy Workout Wednesday everyone! #BikiniReadyLifestyle #WorkoutWednesday #Strong #Fit #Sexy #Healthy #Exercise 
",1,415
"RT @bisha29786: Cant wait for Feb14 #EnakenaYaarumIllayae launch @ EA gona meet @anirudhofficial bro for the 1st time ??? #Excited 
",1,416
"RT @ChaosChloe: #Chaotic Mind!! That was really heart felt. Thank u @SPARCEO 
",0,417
"RT @Benmnicklin: 4 weeks #excited @RKeenSCFC #cheltenham 
",1,418
"calum is so endearingly gorgeous im always taken aback on how beautiful he is in every way 
",1,419
"Seriously when is @MrAshleyCain making his appearance on ExOnTheBeach2?. #Excited 
",1,420
"Seeing @nbdbnb in a few days #excited #or #terrified #California #food 
",0,421
"Normal everyday occurrence in #Pallywood. Note bored child in photo 2 munching snack. #Terrified 
",0,422
"#Pretty #thrilled #while# getting #ready# for an #exciting# shoot #at #ptv #studios#. Wish# me #luckz 
",1,423
"When I get my order at #DZFresco #thrilled (feat. Creepy 8th grade Sav) 
",1,424
"RT @axnasia: @Anggun_Cipta is no stranger to judging having judged Indonesia's Got Talent. #Thrilled she's on #AsiasGotTalent! 
",1,425
"Highlight of my week! Great @WorldMeritHQ CountryCouncil meeting #motivated #thrilled #determined #inspired #grateful 
",1,426
"How I feel about my Psalms class. #thrilled #jennmemes 
",1,427
"When cooper brings weak shit in the lane #thrown #D1 
",0,428
"#LadyGaga was #thunderstruck by #ACDC at #Grammys 
",1,429
"BRING IT! This is going to be freaking AWESOME. #RockorBust #thunderstruck #HighwaytoHell 
",1,430
"Remember this photo that I've taken? #Birds #Sadness #Trapped #NakedandAlone 
",0,431
"RT @pomlover2terri: #HAPPY NEW #YEAR, 2015! BE #MORE KIND AND #COMPASSIONATE TO OTHERS. WE #ALL #NEED #THAT! #MY #LATE MOM & I. 
",1,432
"New shelves finished proudly displaying freshly #turned unique #gifts! More to see and buy at @FishertonMill #Wilton 
",1,433
"@cleethorp_es by emmal940 Fifty shades of grey on #cleethorpes #beach #bleak #winter #walks #springerspaniel #home 
",0,434
"Did you #know this #couch can be #turned into a fully #fledged #comfortable #bed #jannahhotels @BurjAlSarab 
",1,435
"#Repost @hebashunbo @nourzen_ @thefourfatladies beautiful necklace #turned #bracelet multifunctional design 
",1,436
"The beautiful and radiant sight of Hull City's stadium awaiting the arrival of #avfc ;) #Creepy #Bleak 
",1,437
"A #vibrant @K80h89 #fitness model looking great! 
",1,438
"#vibrant #bold #birthday #balloons in #bolton ?? 
",1,439
"Last nights gaming session. Only I am not pictured lol. #dnd5e #rpg #stillmovingin #chaotic #happiness #DMintheCorner 
",1,440
"What is your #style like? #Simple and #elegant or #vibrant and #edgy? :) #fashion #girls #awesome #follow #amazing 
",1,441
"Keep your look as #vibrant and fresh as possible with all these #flowers and# prints for a youthful and fun spirit. 
",1,442
"Chaotic Love - giclee print ?65 at #art #love #chaotic #abstract #blue #silver #prints #buy 
",1,443
"RT @Travel1Jo: Good morning from the #vibrant city of #Bangkok. #Travel #Thailand #travel1jo 
",1,444
"RT @EllaDarcy: MAJOR Restyle by me @TerencePaul #hale using Illumina ? #love #vibrant 
",1,445
"""Maintain the memory and focus you need for a #vibrant life."" - @TheRealMarilu. Try Spark! >>> 
",1,446
"#erotic #nude #sexy #pussy #boobs #exposed #girlfriend #amateur #nudes -- 
",1,447
"Born here. Raised here. Choose to live here. #whyilovephilly #Vibrant #Diverse #Passionate #Home #ValentinesDay #LOVE 
",1,448
"My sisters hair I done :) #hairporn #colourful #vibrant #2tone #purplehairdontcare 
",1,449
"Tropical mix of Bromeliads for this weeks desk top displays! #vibrant 
",1,450
"#erotic #nude #sexy #pussy #boobs #exposed #girlfriend #amateur #nudes -- 
",1,451
"Learning about the work of famous artists. Large Georgia O'Keefe flowers. #vibrant 
",1,452
"Atelier Cushion Festival - 13th February 2015. #cushions #vibrant #happy #colourful #loads of fun 
",1,453
"He is #compassionate, #kind and #forgiving. He hates the #sin, but would never #hate the #sinner. Therefore, #repent. 
",0,454
"Hair finished ?? @Jnrwindross @WeAreBARE #Dj #deephouse #dreadlocks #cut #washed #cool #readytoparty 
",1,455
"RT @hattrick01: The very sexy #hollyreneemillerkoll #exposed 
",1,456
"#justlikeme #purenaked #purepleasure #simplysilk #sensations #whipped 
",1,457
"In the #bleak #midwinter #evergreen & #deciduous (1) 
",0,458
"early valentines day gifts #whipped 
",1,459
"Blog Post: #AnitaMorris #Celebrity #Whipped #Babe #Hot #Hooker #Doll #Beautiful 
",1,460
"RT @GreenwichFlower: Valentines for the not so ordinary. #wild #love #Greenwich 
",1,461
"Day 18! Play the #wild #food #quiz - the winner will receive my spring and winter foraging books! Keep answers safe! 
",1,462
"32 Adorable Animals #wildlife #wild 
",1,463
"Cheeky close up #tattoo #sad #blue #bleak #robtallon #tattooer #cheltenham #uk #bearded #nofilter #traditionaltattoo 
",0,464
"Fabulous #Doset #wild #turbot #wildturbot, #cauliflower and #dill #polleninfusion @HedoneLondon last night 
",1,465
"""@helwatweets: #Beautiful #birdwatch #photo #amazing #photography #wildlife #wild via 
",1,466
"RT @justmustard: #ValentinesDay #Prize #Giveaway! 2 #WILD #DINING PLATES! Enter on FB link: https://t.co/OlsI9OKlD3 
",1,467
"RT @Candletracy: #Bleeding #Skull #Candles watch the blood run as the candle burns ??? 
",0,468
"@mguggenheim Are you trying to kill us? ? And what the? :-o #worried 
",0,469
"#zealous #newyearsday Yummyarts #cakes, cookies and candies membership: Get Instant Acc 
",1,470
"#caring and #compassionate #homecare #kalamazoo #hha #sci #hereforyou 
",1,471
"I love him ?#horse #zippy #kisses #likeforlike #equine #Beautiful #Equine 
",1,472
"Eyes closed tonight for my Pilates, taking me back to Hvar! ???#pilates #strong #mindbody #yoga #health #olistica 
",1,473
"So much respect for this girl ? #strong 
",1,474
"RT @Coolie_GBE300: 1 week old puppy NO PHOTOSHOP #Strong !! 
",1,475
"You've got what it takes- But it will take everything you've got. ???? I'm learning how #strong I really am. 
",1,476
"#Throwback still in progress #motivation #workout #active #determination #bodybuilding #strong #training 
",1,477
"Think #ability Think #strong Think #proud Think #nolimits Think #amputee #hockey #Ottawa @TheWarAmps @SoldierOnCAN 
",1,478
"RT @AlArabiya_Eng: #Anger management: How to stop rage ruining your life #AngerProblems 
",0,479
"#Woohyun #Nam #Singer #High #Notes #Strong #Beautiful #INFINITE #Inspirit #1991 ? 
",1,480
"Big congratulations to @MissChloeamber on her engagement to @Connicks3_CFC #thrilled #motherofthebridealert 
",1,481
"#Thrilled 2 participate N the annual OB/GYN Symposium Of #PalmSprings by @desertregional organized #DrMaherAbdallah 
",1,482
"Last few days b4 launching our @kickstarter campaign! Couple tweaks left! #thrilled #GetReady @kavitart #GetIncubated 
",1,483
"We won Community Innovation Award for our Healthy Eating for Older People course #ComeEatTogether #Thrilled 
",1,484
"Check out Why Brussels Sprouts Are #Good, #Bitter and #TheBestWay To Cook here in 
",1,485
"RT @VolgNerts: #FOXTRIM #TRAPPED #TORTURED #SLAUGHTERED 
",0,486
"The boys laying on the ledge. #Tortured #DCFS 
",0,487
"The 20 Most #Colorfu #wildlife #wild 
",1,488
"Feeling the feline love tonight. #trapped #catladyproblems #ILoveMyCat 
",1,489
"There will be no flirting done today. 2ft on top of the 2ft already on the ground #Trapped #SnowDay #GreekFlirtProbz 
",1,490
"RT @TrappedMagazine: Wow we got an amazing gift today from @modudesigns our very own bespoke #Trapped SnapBack .. Thanks Guys!! 
",1,491
"#Fear... in #blackandwhite , #photo by @pdejphotography 
",0,492
"#Urbex #Asylum #grime #discarded #forgotten #abandoned #junk #Urbex_Extreme #Urbex_supreme #28DaysLater 
",0,493
"honest image of a #violent #vengeful #needy #god ... #jesuischarlie #image _it's all about #perspective & #intention. 
",0,494
"by ettorepoggi My tree thoughts #confusion #landscape #countryside #countrymusic #pinkfloyd #standbyme #lovenature 
",1,495
"Roll on High Summer Fashion!! Can't get enough prints!! Goodbye Drab, Hello Fab!! #vibrant #gorgetextiles 
",1,496
"RT @DanielGennaoui: 8 pictures taken a second away from disaster: #pictures #amazing #crazy 
",0,497
"The 21 Deadliest Ani #wildlife #wild 
",0,498
"#buenasnoches #selfie #love #crazy #locaa #sudadera #followme4follwme #like4like #siguemeytesigo ? 
",1,499
"Club 137 Row E Seats 3 & 4 #BehindTheB #NHLBruins #firstbruinsgame #crippled #crutchinofftoboston #BestGfEver 
",1,500
"I would like to take this time to show everyone my newest look. Props to the artist Juan Hernandez. .#crippled 
",1,501
"# 1 fan goes out to Daddy ???? #crippled 
",1,502
"The only reason I left the couch today was to walk smokey, take my anti inflams and reheat my heat pack. ? #crippled 
",1,503
"RT @Cowgirls360: Oops! #badgirl #cowgirls #drinking #drinks #party #wild #cantwait #getready #Orlando #idrive 
",0,504
"ARGHHHH!!!! NOOO!!! I was trying to wait for #Windows10 to upgrade my @nokia @LumiaUS 1020. #crushed #devastated 
",0,505
"Thank you @WedFlowersMag for featuring Sally' designs in your March/April issue #delighted ? 
",1,506
"@RSPBMinsmere new to my garden this year #delighted #thankyouforvisiting #longtailedtit @Visit_Suffolk 
",1,507
"Thank you @YourSchoolGames for the Competition pack received as part of the Reward and Recognition Scheme #delighted 
",1,508
"#Photograph ? Yes, we are up for it #Puppy #Cute #Pose #delighted #love #Delhi #india_gram #rt 
",1,509
"RT @MYDGAdventure: MY Adventure now an approved City & Guilds centre in our own right! #delighted 
",1,510
"@Alexo670 I cant find my copy of skyrim #depressed 
",0,511
"#party #homie #happy #crazy #moment #drink #licuor #alcohol #free #wild #friends #kaoba #music #Quito #ecuador 
",1,512
"Jon threw a backflip and died #donttalktome #depressed 
",0,513
"""Time to go on a #furious #Korbel Bendah!"" The #Boston Ranter. 
",1,514
"RT @Ketam1nee: I haven't gotten these out since June 12th, 2013. 3rd & last suicide attempt. scary, but. I'm so sad.. #depressed 
",0,515
"sometimes #animals make our lives better. Hug Ur pet today, adopt 1 or love 1! They heal the soul! #depressed #sad 
",1,516
"#Prayers #JesusSaves #NoOtherName #Overcomer #TeamJesus #GodsNotDead #addiction #cancer #disease #pain #depression ?? 
",1,517
"RT @_carrienet_: Invisible Scars. The tongue has no bones but is strong enough to break a #depression 
",0,518
"RT @King_jeffdon: #anger #pictures #brandon/jeff #lovelife #justworkup hhahahahaa 
",1,519
"RT @CrowdKind: A #Compassionate #Soul holds the gate open for others to see the #Light that #Beacons within their own #Heart?? 
",1,520
"cry as much as u want to,but make sure when u're finished,u never cry again #love #smile #czechgirl #broken 
",1,521
"You are allowed to terminate toxic relationships. #itsonus You are allowe #depression 
",1,522
"RT @O_M_N_93: Simple & Unique bracelets handmade #fashion #girl #lady #animal #wild #craft #gift #ebay#world 
",1,523
"RT @_carrienet_: Courage. She realized her courage was standing right in front of her. So #depression 
",1,524
"RT @_carrienet_: There is no value in comparisons. If you took the strengths of others, an #depression 
",0,525
"RT @osaxy: Super Cool #spoonies rule! Sending Hugs and Love! #Spoonie #Lupus #Fibro #ChronicPain #Depression #PTSD #Aspergers 
",1,526
"RT @_carrienet_: Who are you missing? In French, you don't really say ""I miss you"". You sa #depression 
",1,527
"Treating Teen #Depression with #AntiDepressants - 
",0,528
"RT @_carrienet_: Do you trust your intuition? The quirky urge? A funny feeling? That littl #depression 
",1,529
"Not everyone who is struggling weighs 80lbs....#anorexia #thinspo #skinny #sad #depression 
",0,530
"@SkySportsNewsHQ since when was @SteveCotterill manager of @ReadingFC #Confused 
",0,531
"""#Desolate"" by pvallet67 - #D810 #France #Graffiti 
",0,532
"Yes, they just happened to be papped eating this crap ice cream! Of course they did! #desperate 
",1,533
"@Camille_C_xoxo it got here today and you were #worried it be around here for #ValentinesDay 
",1,534
"@georgiebyfield you do wear a hella lotta gold and silver tho #confusion 
",1,535
"He's single and looking for a Sadie's date #desperate @NNFICTINC 
",0,536
"#broken #gradient #noedges #eleven #grain 
",0,537
"So this happened... ???? #seafood #lochfynne #lobster #destroyed #shellfish #toomuchloveforfood 
",1,538
"I just explained the difference between the book ending & movie ending of The Horse Whisperer. #devastated #sadcat 
",0,539
"Whaaaaa? #devastated ? RT @heatworld: Andrew Garfield dropped from Spider-Man films: 
",0,540
"you #belong to #God. #Always try to do what is #right,be #devoted to #God, & have #faith, Have a #Blessed #Monday 
",1,541
"Nothin but the pastel sky hangin over you and I #theOriginalGradient #cottoncandy #sky #bright #happiness 
",1,542
"RT @fahadmustafa26: @Salman_ARY Ary party/conference #confusion 
",1,543
"#broken #gradient #noedges #grain #colorize 
",0,544
"#Disgraced # joshradnor New York, just the greatest city on earth ?? 
",1,545
"Effects 137,000 women + Illegal 30 years, no-one in Britain yet convicted of FGM #disgraced 
",0,546
"#anorexic #thinspo #thin #sadquote #depressed #fat #ugly #worthless #dead #skinny 
",0,547
"#KimKPrada this is just tacky. There is nothing fashionable here. These companies use her as a novelty. #disgraced 
",1,548
"Looking forward to #Disgraced by Ayad Akhtar! Monday and tuesday are already sold out! 
",0,549
"#Tagline #Disney #dismal #RooneyMara #EverRacistLand 
",0,550
"#friends #beer #weed #Monday #crazy #sexy #loveu #malinche #trip #LSDquotes 
",1,551
"#RT @vjalabert 5 Ways to Embed Your Organization With a #Culture of #Happiness via TLNT_com 
",1,552
"RT @SupDiscover: Missing Barbados #dismal weather 
",1,553
"From the ofc, now at The Other Office for some cold beer and fish and chips. #destress #distressed 
",1,554
"This is the perfect #homeaccessory for #valentinesday. #vintage #distressed #clock. #productoftheday #thepeppermill 
",1,555
"RT @Kimicinow: @RBGCanada out of a #fairytale @lensculture @lumiafanclub @nothinbutanokia @ctccct #frog ? #happiness 
",1,556
"Hahaha love this face @PhotographerRob ??? It makes me so happy!! #crazy #sillyface #cute #love?? 
",1,557
"RT @Mummydee23: Worship my feet you #pathetic #worthless #footboys get and lick the dirt and sweat off my #dirty #Soles #footfetish 
",0,558
"RT @5RulesHW: We can learn at lot of Lessons from CHILDREN'S #happiness #innocents #children 
",1,559
"Only 6 months until 5SOS performs at @ThePavilion_TX !!!! #RockOutWithYourSocksOut #Ecstatic #Pumped ????? 
",1,560
"A fabulous evening with @The_Kingsolver . Thanks to @Hollard for making a very special evening possible. #elated 
",1,561
"My own little space inside a humongous 4 sets Studio.... #recognition #elated #happiness 
",1,562
"""@HoHoHozier: Armani and a man bun; lethal combo Oh my Gosh! #Dreamy #Excited #Elated #Hungry .. I can go on and on. 
",1,563
"Sprayed with iodine. They sent small replacement top and it fits! Even with an undershirt! #elated! 
",1,564
"Jake saw Sid score in person tonight for the 1st time! #elated 
",1,565
"Nobody appointed you the general spokesperson for #artisticcreativity @kanyewest #worthless #undeserved 
",1,566
"@Djantoine you are my everything ? let me be yours ? #love #hope #dream #crazy ? 
",1,567
"RT @TiagoPires80: It's definitely good to be home. #empty #supertubes 
",1,568
"RT @iloveJONAXX: scary hot #Worthless 
",1,569
"#Abandoned by swhite - #Empty #Florida #Flurbex #Forgotten #Ruins #Urbex 
",0,570
"#broken #gradient #edges #shuffle #white #thin 
",0,571
"Wondering what #colour your new #logo should be? this may help you #yellow #energetic 
",1,572
"#LightDynamicsHealing gives you the #energetic foundation to more easily make #positive shifts in your #life. 
",1,573
"It's #Monday ! Have an awesome and #successful week! Smile and be #happy . #smallbusiness #energetic 
",1,574
"Love and happiness. ? #CanadianGirl #darkhairDontCare #love #happiness 
",1,575
"#broken #gradient #edges #white #thin #grain 
",0,576
"RT @PaleoSniper: #powerful #energetic #passionate #strong #happy #enthusiastic Haven't felt it in a while? #paleo time! Join us! 
",1,577
"#hiring We are Hiring! *Do you #lovetorun #lovepeople *Are you #enthusiastic #detatiloriented 
",1,578
"None political worker frm other party can beat #PPPJiyalas #DieHard #Emotional #Enthusiastic #PPPPunjab #AzadiCamp 
",0,579
"Haha ??? #herface #nooneononeforyou #crazy #Bachelor #BachelorNation #next @ABCNetwork 
",1,580
"Life?s truest #happiness is found in the #friendships we make along the way. RT @debraruh @CrowdKind 
",1,581
"RT @CrowsOfTheSea: #meninist #mlp #brony #euphoric #aesthetic #alwaysinthefriendzone #hashtag #lol 
",1,582
"Tonight AGNEZ MO will perform in Banjarmasin #KEEPwalkingAGNEZMOTour2015 #excited @beyonce @agnezmo @BarackObama 
",1,583
"A quick #selfie before heading to @ICECream_UK tonight! #excited 
",1,584
"Seeing @nbdbnb in a few days #excited #or #terrified #California #food 
",1,585
"#Fear is a reaction, #courage is a decision. #trainhard #eatclean #stayfocused #Focusfitt 
",1,586
"And the #dragon guarding our #heart is called #fear... 
",0,587
"Adopt these #happiness #habits for greater #productivity - 
",1,588
"You only allow imprisonment......Because you are #weak....and full of #fear.....Control can only work if you #Believe 
",0,589
"Back to the hotel and @ColinBland78 is on his arse AGAIN!!! So much for BCFC fans! #Feeble 
",1,590
"Eeek love that our kitchen is finally finished #kitchen #finished #blueandpink #floral #baking #love ? @VinceSmith20 
",1,591
"RT @trstrob815: Wonderful trip with my beautiful girls! #finished 
",1,592
"I Want You- D.S.P. ft. AJ Alegria #new #song #finished #coming #soon #downsoufplaya #ajalegria #look #out #for #it ?? 
",1,593
"It's all good but somebody just argued with me that this dog isn't cute ? #Heated @IzBizLiz @missstoughton 
",1,594
"Forgotten.. #Kent #Dungeness #wrecked #photography 
",0,595
"RT @Parents_Recover: #beautiful #flawed #imperfect #WUVIP 
",1,596
